Label,GeneFamilyCounts/DC10_R1T6_1,GeneFamilyCounts/DC10_R2T6_1,GeneFamilyCounts/DC10_R3T6_1,GeneFamilyCounts/DC12_R1T6_1,GeneFamilyCounts/DC12_R1T6_2,GeneFamilyCounts/DC12_R2T6_1,GeneFamilyCounts/DC12_R2T6_2,GeneFamilyCounts/DC12_R3T6_1,GeneFamilyCounts/DC12_R3T6_2,GeneFamilyCounts/DC13_R1T6_1,GeneFamilyCounts/DC13_R1T6_3,GeneFamilyCounts/DC13_R2T6_1,GeneFamilyCounts/DC13_R2T6_3,GeneFamilyCounts/DC13_R3T6_1,GeneFamilyCounts/DC13_R3T6_3,GeneFamilyCounts/DC14_R1T6_1,GeneFamilyCounts/DC14_R1T6_4,GeneFamilyCounts/DC14_R2T6_1,GeneFamilyCounts/DC14_R2T6_4,GeneFamilyCounts/DC14_R3T6_1,GeneFamilyCounts/DC14_R3T6_4,GeneFamilyCounts/DC15_R1T6_1,GeneFamilyCounts/DC15_R1T6_5,GeneFamilyCounts/DC15_R2T6_1,GeneFamilyCounts/DC15_R2T6_5,GeneFamilyCounts/DC15_R3T6_1,GeneFamilyCounts/DC15_R3T6_5,GeneFamilyCounts/DC16_R1T6_1,GeneFamilyCounts/DC16_R1T6_6,GeneFamilyCounts/DC16_R2T6_1,GeneFamilyCounts/DC16_R2T6_6,GeneFamilyCounts/DC16_R3T6_1,GeneFamilyCounts/DC16_R3T6_6,GeneFamilyCounts/DC17_R1T6_1,GeneFamilyCounts/DC17_R1T6_7,GeneFamilyCounts/DC17_R2T6_1,GeneFamilyCounts/DC17_R2T6_7,GeneFamilyCounts/DC17_R3T6_1,GeneFamilyCounts/DC17_R3T6_7,GeneFamilyCounts/DC18_R1T6_1,GeneFamilyCounts/DC18_R1T6_8,GeneFamilyCounts/DC18_R2T6_1,GeneFamilyCounts/DC18_R2T6_8,GeneFamilyCounts/DC18_R3T6_1,GeneFamilyCounts/DC18_R3T6_8,GeneFamilyCounts/DC20_R1T6_2,GeneFamilyCounts/DC20_R2T6_2,GeneFamilyCounts/DC20_R3T6_2,GeneFamilyCounts/DC23_R1T6_2,GeneFamilyCounts/DC23_R1T6_3,GeneFamilyCounts/DC23_R2T6_2,GeneFamilyCounts/DC23_R2T6_3,GeneFamilyCounts/DC23_R3T6_2,GeneFamilyCounts/DC23_R3T6_3,GeneFamilyCounts/DC24_R1T6_2,GeneFamilyCounts/DC24_R1T6_4,GeneFamilyCounts/DC24_R2T6_2,GeneFamilyCounts/DC24_R2T6_4,GeneFamilyCounts/DC24_R3T6_2,GeneFamilyCounts/DC24_R3T6_4,GeneFamilyCounts/DC25_R1T6_2,GeneFamilyCounts/DC25_R1T6_5,GeneFamilyCounts/DC25_R2T6_2,GeneFamilyCounts/DC25_R2T6_5,GeneFamilyCounts/DC25_R3T6_2,GeneFamilyCounts/DC25_R3T6_5,GeneFamilyCounts/DC26_R1T6_2,GeneFamilyCounts/DC26_R1T6_6,GeneFamilyCounts/DC26_R2T6_2,GeneFamilyCounts/DC26_R2T6_6,GeneFamilyCounts/DC27_R1T6_2,GeneFamilyCounts/DC27_R1T6_7,GeneFamilyCounts/DC27_R2T6_2,GeneFamilyCounts/DC27_R2T6_7,GeneFamilyCounts/DC27_R3T6_2,GeneFamilyCounts/DC27_R3T6_7,GeneFamilyCounts/DC28_R1T6_2,GeneFamilyCounts/DC28_R1T6_8,GeneFamilyCounts/DC28_R2T6_2,GeneFamilyCounts/DC28_R2T6_8,GeneFamilyCounts/DC30_R1T6_3,GeneFamilyCounts/DC30_R2T6_3,GeneFamilyCounts/DC30_R3T6_3,GeneFamilyCounts/DC34_R1T6_3,GeneFamilyCounts/DC34_R1T6_4,GeneFamilyCounts/DC34_R2T6_3,GeneFamilyCounts/DC34_R2T6_4,GeneFamilyCounts/DC34_R3T6_3,GeneFamilyCounts/DC34_R3T6_4,GeneFamilyCounts/DC35_R1T6_3,GeneFamilyCounts/DC35_R1T6_5,GeneFamilyCounts/DC35_R2T6_3,GeneFamilyCounts/DC35_R2T6_5,GeneFamilyCounts/DC35_R3T6_3,GeneFamilyCounts/DC35_R3T6_5,GeneFamilyCounts/DC36_R1T6_3,GeneFamilyCounts/DC36_R1T6_6,GeneFamilyCounts/DC36_R2T6_3,GeneFamilyCounts/DC36_R2T6_6,GeneFamilyCounts/DC36_R3T6_3,GeneFamilyCounts/DC36_R3T6_6,GeneFamilyCounts/DC37_R1T6_3,GeneFamilyCounts/DC37_R1T6_7,GeneFamilyCounts/DC37_R2T6_3,GeneFamilyCounts/DC37_R2T6_7,GeneFamilyCounts/DC37_R3T6_3,GeneFamilyCounts/DC37_R3T6_7,GeneFamilyCounts/DC38_R1T6_3,GeneFamilyCounts/DC38_R1T6_8,GeneFamilyCounts/DC38_R2T6_3,GeneFamilyCounts/DC38_R2T6_8,GeneFamilyCounts/DC38_R3T6_3,GeneFamilyCounts/DC38_R3T6_8,GeneFamilyCounts/DC40_R1T6_4,GeneFamilyCounts/DC40_R2T6_4,GeneFamilyCounts/DC40_R3T6_4,GeneFamilyCounts/DC45_R1T6_4,GeneFamilyCounts/DC45_R1T6_5,GeneFamilyCounts/DC45_R2T6_4,GeneFamilyCounts/DC45_R2T6_5,GeneFamilyCounts/DC45_R3T6_4,GeneFamilyCounts/DC45_R3T6_5,GeneFamilyCounts/DC46_R1T6_4,GeneFamilyCounts/DC46_R1T6_6,GeneFamilyCounts/DC46_R2T6_4,GeneFamilyCounts/DC46_R2T6_6,GeneFamilyCounts/DC46_R3T6_4,GeneFamilyCounts/DC46_R3T6_6,GeneFamilyCounts/DC47_R1T6_4,GeneFamilyCounts/DC47_R1T6_7,GeneFamilyCounts/DC47_R2T6_4,GeneFamilyCounts/DC47_R2T6_7,GeneFamilyCounts/DC47_R3T6_4,GeneFamilyCounts/DC47_R3T6_7,GeneFamilyCounts/DC48_R1T6_4,GeneFamilyCounts/DC48_R1T6_8,GeneFamilyCounts/DC48_R2T6_4,GeneFamilyCounts/DC48_R2T6_8,GeneFamilyCounts/DC48_R3T6_4,GeneFamilyCounts/DC48_R3T6_8,GeneFamilyCounts/DC50_R1TWB_5,GeneFamilyCounts/DC50_R2TWB_5,GeneFamilyCounts/DC50_R3TWB_5,GeneFamilyCounts/DC56_R1T6_5,GeneFamilyCounts/DC56_R1T6_6,GeneFamilyCounts/DC56_R2T6_5,GeneFamilyCounts/DC56_R2T6_6,GeneFamilyCounts/DC56_R3T6_5,GeneFamilyCounts/DC56_R3T6_6,GeneFamilyCounts/DC57_R1TWB_5,GeneFamilyCounts/DC57_R1TWB_7,GeneFamilyCounts/DC57_R2TWB_5,GeneFamilyCounts/DC57_R2TWB_7,GeneFamilyCounts/DC57_R3TWB_5,GeneFamilyCounts/DC57_R3TWB_7,GeneFamilyCounts/DC58_R1T6_5,GeneFamilyCounts/DC58_R1T6_8,GeneFamilyCounts/DC58_R2T6_5,GeneFamilyCounts/DC58_R2T6_8,GeneFamilyCounts/DC58_R3T6_5,GeneFamilyCounts/DC58_R3T6_8,GeneFamilyCounts/DC60_R1T6_6,GeneFamilyCounts/DC60_R2T6_6,GeneFamilyCounts/DC60_R3T6_6,GeneFamilyCounts/DC67_R1T6_6,GeneFamilyCounts/DC67_R1T6_7,GeneFamilyCounts/DC67_R2T6_6,GeneFamilyCounts/DC67_R2T6_7,GeneFamilyCounts/DC67_R3T6_6,GeneFamilyCounts/DC67_R3T6_7,GeneFamilyCounts/DC68_R1T6_6,GeneFamilyCounts/DC68_R1T6_8,GeneFamilyCounts/DC68_R2T6_6,GeneFamilyCounts/DC68_R2T6_8,GeneFamilyCounts/DC68_R3T6_6,GeneFamilyCounts/DC68_R3T6_8,GeneFamilyCounts/DC70_R1TWB_7,GeneFamilyCounts/DC70_R2T6_7,GeneFamilyCounts/DC70_R3TWB_7,GeneFamilyCounts/DC78_R1T6_7,GeneFamilyCounts/DC78_R1T6_8,GeneFamilyCounts/DC78_R2T6_7,GeneFamilyCounts/DC78_R2T6_8,GeneFamilyCounts/DC78_R3T6_7,GeneFamilyCounts/DC78_R3T6_8,GeneFamilyCounts/DN82_R3TX_8,GeneFamilyCounts/DN86_R1TX_8
PTHR12848,41.73,36.11,41.9,35.81,18.02,36.23,16.78,38.95,7.73,28.34,11.14,32.72,6.81,24.68,12.24,34.4,9.46,31.8,5.09,26.35,0.66,31.06,14.23,28.39,13.4,34.13,16.57,33.47,77.61,39.8,70.92,30.45,92.58,34.71,13.48,26.39,32.02,33.44,18.07,30.79,1.45,30.27,0.3,21.83,3.84,20.67,18.0,0.73,20.06,5.75,18.4,7.09,15.0,8.25,19.37,1.33,27.96,2.21,16.99,2.74,4.14,17.84,3.11,18.64,5.9,24.73,13.9,86.83,7.65,83.92,13.92,21.97,19.52,6.7,0.0,36.36,21.69,27.6,15.74,38.76,17.97,17.07,14.16,8.41,26.47,14.11,2.37,9.08,0.0,0.96,17.78,0.96,20.08,1.1,20.19,6.43,3.6,8.63,0.0,11.22,0.0,18.75,0.0,19.59,1.09,19.96,3.32,14.29,14.76,18.58,36.64,8.99,1.6,38.67,31.57,27.05,0.14,23.36,0.32,23.62,0.17,22.13,54.16,21.64,44.52,76.28,21.98,109.48,14.41,79.82,23.15,68.85,28.73,68.18,5.44,22.97,0.17,30.15,0.0,26.19,15.25,13.92,16.26,15.28,3.27,18.69,3.49,19.03,6.33,22.52,1.61,13.4,15.02,12.75,5.18,15.19,12.27,22.05,9.89,20.65,8.0,112.42,113.22,93.5,108.46,64.06,129.12,46.9,116.36,69.02,92.23,40.08,92.53,32.23,101.46,35.98,80.73,37.82,53.03,53.97,17.01,62.32,19.11,74.11,25.28,33.21,39.61
PTHR12849,36.33,42.59,45.16,34.94,23.04,29.92,17.84,39.26,10.2,24.94,8.56,25.06,5.85,24.45,10.04,39.25,0.8,35.86,0.0,17.72,0.0,35.82,11.21,38.93,16.31,23.99,13.73,32.49,43.31,32.51,16.21,35.67,40.54,36.99,6.45,28.8,14.08,36.81,23.06,19.0,0.42,11.85,0.15,21.07,1.72,24.46,23.61,0.0,25.95,4.61,26.9,5.11,30.55,3.87,23.92,0.23,17.14,0.0,24.25,0.72,8.36,17.33,7.57,19.98,8.21,20.22,16.01,36.45,13.18,39.34,19.4,12.75,20.13,4.75,0.0,41.51,19.58,20.43,19.61,16.67,18.73,14.11,13.82,14.22,3.06,15.51,0.0,25.1,0.0,1.68,21.5,0.58,23.51,0.84,17.95,9.72,0.0,9.55,0.0,3.33,0.0,14.42,0.0,14.44,0.0,14.18,0.0,13.69,9.04,14.49,12.65,10.31,0.98,7.47,5.39,2.0,0.0,21.31,0.0,22.52,0.0,18.9,12.69,5.57,6.64,40.55,6.98,33.56,0.0,39.01,0.0,38.24,5.44,51.51,2.43,24.33,0.0,36.36,0.0,26.52,19.35,17.89,19.35,22.67,0.0,21.66,0.0,22.88,0.0,21.7,2.11,16.98,7.28,18.28,1.18,11.16,3.6,17.64,3.85,14.04,3.09,50.39,38.13,55.07,44.34,34.06,48.57,35.5,49.27,41.45,39.75,18.63,32.73,17.05,34.69,15.69,36.22,33.72,42.38,41.22,15.42,44.06,8.92,41.87,11.86,34.94,28.61
PTHR22809,67.57,60.26,51.84,51.51,24.62,42.77,13.98,57.09,8.38,60.8,1.98,73.35,1.81,59.67,2.77,62.08,0.0,56.26,0.0,21.63,0.0,47.15,3.65,47.42,3.22,56.54,2.47,50.09,4.28,65.77,0.63,38.25,3.75,46.12,2.85,60.48,7.91,55.85,3.83,18.9,0.0,14.58,0.0,22.41,0.0,30.18,18.83,0.44,25.49,1.33,28.34,1.72,30.13,0.0,27.57,0.0,25.91,0.0,32.24,0.0,9.8,5.52,7.62,5.33,9.9,5.9,38.42,4.37,13.2,4.9,23.19,5.76,23.28,1.33,0.0,16.04,22.09,0.85,23.71,0.0,8.54,5.32,5.56,2.0,2.83,2.48,0.0,2.64,0.0,0.0,8.02,0.3,6.84,0.0,8.45,3.54,0.0,4.07,0.0,2.54,0.0,8.22,0.0,7.96,0.0,7.14,0.0,5.85,1.65,6.8,1.66,4.59,0.0,7.53,8.36,3.36,0.0,4.92,0.0,6.19,0.0,7.12,5.62,2.86,4.37,4.43,1.65,5.17,0.0,20.08,3.43,17.53,2.59,23.44,1.0,0.9,0.0,3.46,0.0,2.27,9.62,9.83,8.55,6.71,0.0,6.87,0.0,7.87,0.0,12.84,4.69,10.69,8.81,9.41,3.23,6.31,0.0,8.76,2.34,5.97,0.0,6.45,5.88,6.63,7.54,17.41,7.07,17.79,8.29,23.52,3.33,0.92,4.34,0.93,3.91,2.46,27.25,18.46,21.18,20.19,0.0,23.04,0.0,20.33,1.55,3.96,2.44
PTHR23142,28.58,25.98,27.62,20.08,39.03,24.42,30.63,26.3,15.84,16.57,24.77,21.54,15.11,16.65,35.87,20.71,7.05,21.04,3.55,15.23,0.0,20.8,20.48,23.29,23.21,34.42,28.27,18.08,27.53,23.67,16.04,22.85,29.88,21.87,9.64,17.42,14.23,21.57,11.82,13.78,0.63,10.31,0.18,12.13,2.49,48.25,43.5,3.24,36.1,23.24,31.71,30.21,27.36,13.72,40.08,0.79,32.14,0.0,45.76,12.58,11.91,27.2,12.65,26.95,15.39,26.58,24.01,27.1,26.45,35.45,34.4,13.87,36.85,5.37,0.0,35.38,36.18,18.23,36.86,19.86,27.94,44.72,37.63,24.64,25.35,36.12,2.69,24.87,0.0,10.21,28.38,4.63,26.62,2.44,22.4,15.84,0.0,14.9,0.0,18.8,0.0,31.61,7.26,38.07,17.88,38.07,13.34,34.95,10.64,40.0,12.83,21.83,1.59,94.49,67.53,33.51,0.0,34.63,0.0,30.13,0.0,33.21,88.75,9.05,61.0,23.68,36.41,31.0,30.45,36.82,24.21,30.1,37.53,36.07,19.3,23.29,0.0,32.14,0.0,36.91,31.82,38.72,35.44,31.41,0.83,31.56,0.0,26.69,0.0,34.33,4.85,29.57,15.02,33.06,2.57,29.2,7.57,30.35,11.5,26.69,1.21,44.18,33.6,37.7,56.18,30.7,60.6,56.67,51.94,44.22,43.63,18.97,39.66,18.46,44.55,13.9,36.75,32.82,32.77,37.14,11.6,40.37,6.33,44.65,9.43,24.41,39.76
PTHR22807,46.63,46.59,50.43,35.64,83.5,33.34,77.41,43.22,66.88,26.83,13.32,40.89,9.25,24.81,15.66,47.25,42.7,39.49,31.06,8.68,11.33,33.04,26.11,33.05,21.13,19.53,18.1,32.51,35.61,26.83,30.72,30.19,35.25,37.19,13.33,30.76,24.44,36.97,32.03,16.1,2.29,14.44,1.03,12.6,2.4,100.38,60.81,3.66,93.94,12.86,81.28,17.74,98.25,14.0,98.49,0.46,89.81,0.1,147.1,9.11,24.28,35.57,19.77,32.36,36.61,38.81,66.02,34.92,50.22,39.63,72.36,23.16,92.49,8.47,0.0,63.26,91.29,34.96,82.14,48.59,73.79,29.42,24.94,13.12,22.41,21.68,0.0,19.07,0.0,5.27,64.07,1.25,66.56,0.93,68.07,12.19,0.0,12.11,0.0,13.78,0.0,39.4,1.76,43.31,5.55,38.78,1.16,29.95,19.66,33.3,24.12,22.9,5.09,53.63,34.97,23.62,0.0,46.18,0.0,72.33,0.0,53.49,64.42,24.37,37.14,35.27,31.55,39.43,19.52,100.88,20.79,99.17,28.99,112.52,9.68,38.66,0.6,48.97,0.0,44.37,59.03,61.5,63.71,67.33,0.83,59.55,1.08,73.78,1.76,66.17,12.01,51.91,30.07,55.66,10.96,67.58,13.38,87.5,10.0,55.7,8.35,49.95,36.79,40.67,69.42,60.3,60.43,66.54,69.8,74.35,54.76,52.67,54.05,46.12,38.14,42.35,134.1,70.75,123.29,106.27,26.94,127.74,26.39,72.12,24.66,57.99,60.33
PTHR23023,53.68,59.92,60.95,80.67,105.36,58.44,168.19,78.59,58.7,75.58,3.61,62.86,3.43,68.56,4.13,58.62,4.16,62.7,1.19,134.12,0.0,39.36,44.56,37.87,44.69,21.62,21.56,71.64,17.45,49.95,9.98,73.19,31.36,78.33,89.95,49.58,139.28,53.01,101.26,103.59,2.33,137.25,1.08,93.27,4.55,116.8,85.78,7.26,237.23,4.38,165.13,0.95,318.02,1.29,93.32,0.18,151.29,0.31,154.91,8.28,19.07,48.18,16.54,56.34,30.9,62.72,230.8,14.34,102.45,21.77,97.98,135.4,106.6,70.17,19.49,112.02,159.91,41.5,116.55,28.18,8.79,7.43,7.08,10.19,22.29,10.49,0.0,13.62,0.0,0.38,97.59,0.26,73.69,0.0,88.99,3.25,0.0,8.49,0.0,2.27,0.0,4.64,0.0,7.06,0.0,6.53,6.04,8.44,42.92,6.26,48.31,5.62,5.22,62.01,40.33,13.89,0.0,74.23,0.0,76.42,0.0,92.45,68.41,11.33,35.9,15.74,36.34,28.14,26.57,458.17,9.56,765.4,15.07,520.29,13.89,53.9,0.0,46.93,0.0,49.6,73.79,73.38,68.65,80.14,0.0,79.95,0.0,71.23,0.0,80.37,203.15,61.24,576.96,71.52,190.32,34.5,9.3,54.63,8.29,43.1,6.62,40.28,23.18,23.87,60.55,448.65,45.13,564.13,56.82,643.86,41.77,51.9,31.63,39.08,41.11,42.06,447.7,145.39,475.12,401.9,23.33,368.95,18.38,610.03,25.41,47.29,45.21
PTHR31385,112.86,107.72,115.52,114.23,31.55,83.1,29.89,89.7,13.36,117.83,70.68,129.16,39.73,112.21,104.74,95.19,3.94,96.39,0.85,57.08,0.0,109.39,18.69,89.75,14.94,47.53,9.52,111.4,133.1,120.03,93.65,73.6,196.01,84.27,73.54,107.78,46.21,116.42,38.58,97.72,1.94,55.92,0.69,85.43,4.75,42.16,24.86,0.63,42.43,51.84,45.08,58.34,43.54,25.17,36.64,0.2,39.85,0.34,38.61,3.09,12.95,20.87,15.0,18.48,16.59,19.7,41.45,171.13,20.61,110.82,26.05,83.35,33.41,25.38,0.0,36.54,50.37,44.43,26.63,31.63,80.98,125.94,149.46,85.65,10.37,139.35,0.0,76.31,0.0,12.3,16.4,6.67,14.1,5.92,12.65,45.22,0.0,35.56,0.0,34.93,0.0,79.95,0.0,89.98,0.0,90.93,2.04,85.78,26.79,140.3,35.03,68.62,3.78,37.51,27.29,21.34,0.0,19.97,0.0,48.82,0.0,25.43,23.83,32.18,17.8,155.48,14.12,145.22,5.71,55.45,7.62,45.96,15.9,59.02,6.07,55.57,0.0,41.97,0.0,47.41,22.27,24.43,20.6,13.94,0.15,18.37,0.0,13.38,0.0,23.75,37.46,23.65,101.53,22.94,28.62,56.84,6.77,62.12,8.95,58.13,3.18,283.15,197.96,282.45,145.47,464.29,159.54,384.81,149.06,452.95,135.79,40.56,136.91,33.17,155.35,39.34,68.73,105.75,61.1,262.97,26.67,80.18,29.6,274.76,28.4,46.1,38.64
PTHR23149,47.71,60.47,64.68,57.85,53.89,97.43,55.45,112.66,36.05,33.37,1.36,37.84,1.25,32.69,1.08,136.29,1.59,139.46,0.74,69.1,0.0,79.4,10.56,87.58,13.8,30.26,12.71,61.15,8.0,56.61,3.62,48.25,2.98,121.75,5.59,32.67,5.46,56.33,20.8,111.49,2.76,58.54,0.94,86.76,5.2,67.72,57.06,2.24,70.05,2.92,49.34,1.42,42.28,3.41,99.78,0.06,71.61,0.09,77.73,4.47,30.48,20.22,22.2,15.89,31.05,18.98,36.13,8.11,40.04,11.91,95.63,3.91,100.46,0.0,0.0,59.98,95.74,49.31,103.36,47.8,21.05,4.17,2.66,1.88,8.62,4.62,0.17,4.11,0.0,2.69,16.86,0.46,17.83,0.0,14.2,0.82,0.0,1.66,0.0,1.07,0.0,8.73,0.0,12.92,0.0,10.67,0.0,6.71,33.87,7.35,25.92,3.2,2.85,24.54,16.35,19.76,0.0,17.01,0.0,12.96,0.0,18.81,27.93,5.46,18.14,8.55,14.64,10.78,6.56,50.36,10.85,26.35,10.7,22.78,3.59,65.55,0.0,49.57,0.0,56.89,25.22,31.19,23.5,19.42,0.0,16.88,0.0,17.3,0.0,26.61,1.67,22.69,3.73,32.62,1.72,20.13,13.53,22.22,12.29,20.23,1.68,5.44,6.84,8.6,16.09,49.17,11.63,12.6,15.64,23.13,9.15,47.56,16.12,31.76,7.85,40.73,77.59,46.59,71.32,59.42,39.14,73.25,24.07,34.47,45.99,41.17,64.36
PTHR12841,11.49,14.83,17.9,8.8,15.16,6.22,12.56,5.84,6.42,9.41,15.53,9.3,8.26,10.26,19.87,10.24,5.47,6.83,1.07,2.44,0.0,8.19,11.36,10.76,15.52,12.7,17.08,5.53,25.01,12.93,23.11,6.67,32.67,9.18,2.32,10.79,4.74,10.44,4.67,1.33,0.44,1.59,0.12,3.14,0.52,21.91,10.9,1.05,21.81,10.36,20.92,18.0,23.06,6.59,11.16,0.41,11.21,0.4,25.31,4.6,4.62,17.86,4.77,20.31,6.93,18.09,14.8,26.14,6.45,24.27,8.23,6.92,12.91,1.98,0.0,20.54,18.7,8.92,8.38,6.73,24.29,25.78,29.71,24.55,45.11,23.88,2.2,20.84,0.63,4.5,19.42,0.93,15.95,0.6,17.71,15.31,4.12,16.57,0.0,14.3,0.0,24.38,1.75,25.75,1.44,24.86,1.16,21.49,6.93,26.87,8.41,12.69,1.01,87.86,67.41,79.56,0.0,26.25,0.0,17.65,0.0,21.56,82.56,13.57,63.64,19.82,36.69,28.99,13.45,18.16,27.92,19.25,37.72,17.87,9.32,5.8,0.0,9.45,0.0,7.29,29.89,31.55,33.79,21.87,0.79,20.33,0.0,19.34,0.0,22.03,0.0,28.82,3.56,25.1,0.92,11.14,1.13,14.55,0.99,13.46,1.58,24.17,25.38,25.99,23.74,16.13,28.12,22.62,25.49,23.58,25.63,11.29,30.12,8.48,25.74,11.07,20.93,20.37,19.89,21.89,3.67,25.8,7.97,20.11,6.82,9.65,9.34
PTHR21290,82.87,85.38,91.02,124.97,26.42,110.33,25.4,123.96,14.67,86.28,2.52,84.58,1.64,79.74,3.36,157.79,0.7,152.18,0.0,96.16,0.0,84.32,3.79,86.52,4.65,40.58,1.34,109.54,3.67,93.9,1.35,104.65,7.8,139.07,5.58,59.82,48.89,69.77,40.0,96.32,1.01,67.7,0.27,99.68,1.48,38.06,19.55,1.9,30.24,1.09,32.41,2.24,35.43,0.6,22.56,0.0,20.96,0.0,33.08,0.32,9.55,4.7,8.93,5.73,9.78,6.05,16.59,4.83,17.1,4.26,23.91,22.16,30.04,7.08,0.0,45.67,32.92,50.1,29.68,12.64,6.08,4.15,3.81,3.48,2.11,3.46,0.0,3.62,0.0,1.07,5.09,0.37,4.69,0.71,5.3,0.64,0.0,2.27,0.0,2.19,0.0,7.16,0.0,6.5,0.0,6.67,0.0,4.65,14.46,5.67,14.68,4.61,1.01,4.08,2.94,1.26,0.0,4.36,0.0,7.93,0.0,6.25,4.55,0.0,2.39,7.78,1.5,5.63,1.18,42.27,2.97,40.43,1.76,33.19,0.68,17.1,0.0,14.13,0.0,16.7,7.65,6.29,5.98,3.81,0.0,3.71,0.0,2.54,0.0,3.41,28.27,6.67,109.09,5.99,34.34,1.47,1.26,1.11,1.76,2.29,2.11,5.33,7.75,5.91,7.58,47.97,7.35,60.55,5.91,48.3,5.18,7.41,5.26,11.12,7.23,7.61,75.91,54.98,101.16,34.55,5.44,61.71,19.14,53.2,16.42,10.79,9.1
PTHR11056,44.89,55.43,59.2,56.07,179.63,45.19,167.16,51.42,98.85,36.99,181.54,21.87,84.92,29.13,265.8,44.71,7.35,45.06,2.13,196.75,0.92,31.9,13.75,29.45,12.1,25.03,3.36,45.65,17.56,35.97,12.84,39.88,13.57,88.03,29.56,32.89,170.1,36.88,163.32,195.82,0.0,212.51,0.1,124.57,0.27,190.55,125.53,29.85,150.63,77.48,222.01,79.9,181.06,23.7,127.35,0.32,134.83,0.13,98.01,13.43,111.79,9.7,136.73,8.37,146.25,10.65,97.59,24.84,110.44,23.29,134.15,159.09,183.21,102.68,0.0,44.22,206.5,9.4,219.04,10.24,36.14,217.88,217.17,120.82,31.45,165.89,1.95,123.59,0.42,19.39,6.21,7.33,6.39,7.42,5.43,50.72,0.0,48.73,0.98,44.61,0.0,105.61,3.07,88.11,0.0,103.22,4.03,177.45,2.96,167.17,5.57,87.52,0.84,71.32,74.83,40.86,0.0,13.21,0.0,31.57,0.0,14.45,90.79,10.77,47.25,15.58,46.26,21.71,26.55,133.3,20.9,168.53,43.53,90.71,12.32,7.84,0.0,5.52,0.0,7.06,10.23,9.35,9.84,7.36,0.0,6.73,0.0,8.49,0.0,9.98,167.94,7.0,502.96,7.33,148.06,8.08,0.94,11.1,1.36,10.18,2.1,52.85,23.27,40.54,30.0,173.06,26.89,364.18,34.3,322.03,38.39,3.74,28.94,2.34,62.27,4.24,98.39,152.2,99.35,84.49,1.12,71.49,1.78,221.01,3.72,5.81,6.71
PTHR23264,86.82,83.74,86.15,91.91,332.9,73.18,490.04,96.22,216.42,99.53,69.66,103.01,42.04,96.98,93.94,85.87,0.57,94.41,3.88,61.77,0.71,65.68,13.29,75.39,19.68,78.06,24.71,94.62,64.88,87.14,37.76,86.64,71.15,83.19,22.13,73.96,44.99,73.8,47.84,53.57,1.96,56.06,0.7,51.73,2.13,175.41,300.7,17.37,164.83,34.03,235.3,65.84,304.25,22.26,335.66,0.0,324.45,0.0,235.89,1.6,114.27,41.14,74.0,33.98,112.67,44.31,115.11,65.2,123.39,74.95,450.17,46.69,311.47,17.76,2.39,120.8,235.09,34.09,302.76,33.16,136.94,101.67,96.87,75.7,5.77,79.37,0.89,86.18,0.0,11.48,35.13,5.02,31.7,4.15,31.37,46.84,0.0,40.04,0.0,33.13,5.73,98.27,0.0,90.79,3.79,81.07,1.83,82.67,16.93,94.87,30.84,55.43,2.89,5.6,7.51,3.98,0.0,34.3,0.0,77.07,0.0,46.78,11.02,50.09,9.38,87.6,6.71,92.78,1.92,116.73,2.15,121.34,0.96,121.74,1.95,29.38,0.0,42.95,0.0,32.26,50.32,52.9,47.58,37.77,0.48,38.23,0.32,43.17,1.38,54.56,24.18,44.3,74.46,49.28,22.83,56.02,9.26,73.22,11.84,53.4,5.61,92.39,58.67,74.16,141.42,148.15,159.38,142.87,140.68,168.07,101.37,33.3,103.35,33.02,106.92,32.45,128.55,118.58,138.49,130.19,21.12,134.33,35.34,134.79,27.16,51.0,46.28
PTHR12847,38.85,49.31,55.19,58.74,46.83,37.78,48.0,45.97,32.22,63.67,97.9,49.12,60.78,57.95,124.14,59.74,3.31,63.96,3.22,31.19,0.56,35.9,61.76,43.58,68.85,38.97,60.09,57.58,22.95,60.71,17.79,50.11,32.64,53.39,19.34,31.2,18.66,34.52,14.27,23.32,0.81,25.69,0.35,29.96,1.18,61.32,52.6,13.95,55.09,66.77,50.12,73.14,47.68,40.16,48.23,0.0,55.87,0.12,54.33,3.45,23.75,87.58,29.13,84.3,27.5,88.97,325.42,22.31,48.91,36.38,49.25,12.53,54.78,4.99,0.0,36.05,65.59,15.37,40.24,9.64,134.44,122.27,132.24,105.49,16.57,150.18,0.0,126.75,0.0,12.16,111.66,5.38,124.22,4.81,105.04,54.62,0.0,52.4,0.0,48.32,0.0,147.52,3.25,139.85,4.08,137.94,0.0,94.61,11.77,149.61,18.02,66.1,2.18,36.06,27.87,24.59,0.21,132.02,0.0,168.78,0.25,131.9,35.47,8.29,26.16,28.99,16.58,33.59,15.06,45.03,15.22,53.49,15.61,43.49,5.46,18.15,0.0,21.41,0.0,20.24,105.13,116.09,102.01,143.8,0.57,129.77,0.0,134.95,0.0,126.37,12.02,101.45,47.29,107.49,14.58,287.08,6.54,249.32,6.98,227.68,5.08,23.49,42.04,32.4,35.38,58.63,35.01,66.33,34.38,65.31,24.29,27.53,23.35,24.87,26.89,25.93,59.85,39.73,55.93,65.04,30.71,90.14,23.96,76.39,22.96,41.94,39.61
